ndc11,DRUG
50474000148,Keppra
00005075323,Acetazolamide
00023050601,Lactaid Fast Act
00074662411,Lactaid Fast Act
00338055002,Lactaid
00338070341,Unifiber
00186198904,Unifiber
00597008717,Unifiber
59630020010,*NF* Glycopyrrolate
00087606005,GLIMEPIRIDE (AMARYL)
61570011201,Altace
51079042420,Pletal
00338268975,Morphine 
00054864816,Percocet
00406051262,Percocet
00091353701,hyo
54868534800,*NF* Temozolomide
51079010320,Tarceva
51079086920,Verapamil SR
23360005142,Rifampin
51079097520,lovastatin
00149047201,*NF* Risedronate Sodium
00074115170,Hepar
00002411733,OLANZapine
00078034445,Vivelle
00517031010,Methylene 
00003067371,Penicillin G Potassium
00015300120,Mitomycin
62991150902,Syringe (Neonatal) *NS*
62991150902,NEO*IV*Vancomycin
62991150902,Syringe (Neonatal) *D5W*
62991150902,NEO*IV*Gentamicin
62991150902,Potassium Chloride
62991150902,D10W
62991150902,Sodium Chloride
00338001702,Heparin
00056017275,Heparin
00074405201,Clindamycin Phosphate
00054865024,Zetia
54569407300,Propofol (Generic)
63323061710,Milrinone Lactate
55513014801,NEO*IV*Epoetin Alfa
55513014801,Epoetin Alfa
00074781124,Plan B
17314931102,Plan B
00487980125,Beclomethasone Dipropionate
00300154430,Pantoprazole
00300364101,Leuprolide Acetate
33332001001,Fentanyl Citrate
33332001001,Phenylephrine
33332001001,Midazolam
33332001001,Norepinephrine
00004025001,Tretinoin (Chemotherapy)
00056017275,Insulin
54569405900,Rhinocort
00054355663,Methadone HCl
53746027101,Sulfameth/Trimethoprim Suspension
00409492134,Epinephrine
00054001820,Prednisone
50458060228,Risperidone (Disintegrating Tablet)
51079069020,Imodium
55045122403,bactr
00472040015,Clobetasol Propionate
00002751001,Insulin Pump
00054830125,Insulin Pump
17714002001,sutent (sunitinib)
00074241421,HYDROmorphone PCA
00456261390,diltiazem
00045050130,Digitek
00088177849,Diltiazem
55045122403,Sulfameth/Trimetho
00007521006,Liothyronine Sodium
00007521006,Liothyronine
51079001920,Insulin Pump
00182137640,Hydroxyzine HCl
00338268975,Potassium Chloride
00338268975,Imipenem-Cilastatin
00713016550,NS
00713016550,Imipenem-Cilastatin
00074176201,D5LR
00074176201,Iso-Osmotic Sodium Chloride
00641040025,Potassium Chloride
00641040025,Famotidine
00031670972,SW
00031670972,NS
00074978901,Liposyn II  20%
64253033335,Heparin Lock Flush
00677053333,Kao
00677053333,Kaolin-Pectin
00338004938,D5W
00338004938,Bumetanide
58177000104,Chlorothiazide Sodium
58177000104,Bumetanide
58177000104,Nesiritide
17270072101,SW
17270072101,Potassium Chloride
00074407532,Bumetanide
59772704602,D5W
00045025501,D5W
00045025501,SW
00045025501,Potassium Chloride
00045025501,Bumetanide
53014085072,D5W
53014085072,Bumetanide
53014085072,Acetazolamide Sodium
00045025501,Nesiritide
00310027839,Quetiapine Fumarate
53169010260,Torsemide
00037440101,Penicillamine
00009513502,linezolid
00182181144,bismu
00074427501,Lidocaine 
00034234019,Povidone Iodine 10% Ointment
00054485906,triazol
49281080083,Tetanus
00074115112,Heparin (Porcine)
00406206890,Zocor
00006473900,PNEUMOcoccal Vac Polyvalent
68968449201,Lithium Carbonate
00074662502,SODIUM BICAR
51079020120,Methyldopa
00597008214,Ipratropium 
00088177947,diltia
00517040525,Phenylephrine
00078017605,LESCOL
00065026625,TRAVATAN Z
00002831501,Insulin Human Regular
54092006301,Agrylin
00044101710,Hydromorphone PCA
51079013020,Chlorpromazine HCl
00085048781,Theophylline SR
00186109005,Metoprolol
00046110281,Estrogens Conjugated
00487950125,Interferon Beta-1b
00091334201,Carbidopa-Levodopa (25-100)
00046037406,Pralidoxime Chloride
50383068304,Mult
00517180525,DOPamine
00054828104,Ferrous
00703292503,Vecuronium Bromide
00078024815,Cyclosporine (Sandimmune)
00065003508,Osmoglyn
00517420125,HydrOXYzine
60951065616,Amantadine
00045152010,LevoFLOXacin
00071000740,Phenytoi
00904056060,Primidone
00074377804,Phenobarbital
54482014407,levocar
00074611411,dival
00083006230,Carbamazepine XR
17314931102,Norflex
63739002401,Aspiri
00591566101,Sulindac
10019003539,Fentanyl Citrate
00456005001,Liotrix-1
17314850101,Ditropan XL
00074518211,levo
00074662411,levo
00074518211,Levoth
00074662411,Levoth
00071101268,*NF* Pregabalin
00173051700,Bosentan
00069420030,Viagra
00074416901,Chloroprocaine 2%
51079001920,NS
51079001920,SW
00143120125,Nesiritide
00143120125,SW
00143120125,D5W
00074610204,Oxacillin
55390005710,Xylocaine
00004196401,Ceftriaxone Desensitization
00172567310,Endur-Acin
11980021105,Fluorometholone 0.1% Ophth Susp.
00071036240,IRESSA
00641111433,Morphine Sulfate
00081027455,Lanoxicaps
00081027255,*NF* Digoxin (Lanoxicaps)
51079039620,Tylenol PM Extra Strength
00074779362,Corzide
00378005201,Pindolol
63323038810,Advicor
63323038810,Lotrel
63323038810,Atenolol-Chlorthalidone
17714001110,Advicor
17714001110,Lotrel
58177032304,Atenolol-Chlorthalidone
00456333001,Campral
00029320713,*NF* Paroxetine CR
55390010810,Daunorubicin HCl
00074636902,Erythromycin Ethylsuccinate
00574722406,Hydromorphone
61451501507,Belladonna & Opium
00071000740,Phenytoin chewtabs
00904771961,Carbidopa-Levodopa
00378911916,Fentanyl Patch
52544014926,Ferric Gluconate
63459050430,Actiq
00904150061,Everolimus
00054839224,Everolimus
00597019061,Mirapex
59011044020,Oxycodone SR (OxyconTIN)
00054872625,Insulin Pump
51079038620,Insulin Pump
63459020001,Modafinil
00338004903,Insulin Pump
00186109039,Fluticasone-Salmeterol
63304082790,Atorvastatin
00115191101,Rimantadine
51079020220,Chlorpropamide
00781315796,CefazoLIN Desensitization
00766150020,Nicotine Lozenge
55390003410,Methotrexate Sodium P.F.
68084026701,Ramipril
00173063535,Chlorambucil
51079060120,AMOXicillin
00713052612,Promethazine HCl
00469065711,Prograf Suspension
00469065773,Prograf Suspension
17314585102,CONCERTA
00641040025,Insulin Pump
00456066270,Insulin Pump
00904518661,Insulin Pump
64764024060,Lubiprostone
00002751001,Insulin Pump (Self Administering Medication)
00087060942,Fosinopril Sodium
00083232062,Estraderm
00074245351,Hydromorphone-HP
00225029515,hyosc
00225029515,Hyoscyamine 
00031670972,Isotonic Sodium Chloride
00031670972,Gentamicin
00074245351,Ceftriaxone
00074245351,Iso-Osmotic Dextrose
00074245351,SW
00074245351,Potassium Chloride
49502068503,Vancomycin HCl
49502068503,Iso-Osmotic Dextrose
49502068503,Isotonic Sodium Chloride
49502068503,Gentamicin
58406042534,Enbrel
54569405900,Rhinocort Aqua
54569533900,AndroGel
00149047201,Risedronate
00555900942,Norethindrone-Estradiol
39822904501,Pancrelipase 4500
10019003574,Fentanyl Citrate
00338004304,Chantix
00074663722,sodium bicarbo
00186198904,Budesonide
51079042420,Cilostazol
58016032730,Omeprazole
00168020437,Lidocaine Ointment 5%
00074298905,Amino Acids 3.5%
00045006701,Trace Minerals Cr-Cu-Mn-Se-Zn
00409672924,Magnesium Sulfate (Latex Free)
00088120876,Dolasetron Mesylate
63395010105,Ofloxacin
55045122403,sulfa
66860090203,CefazoLIN
00002751001,Insulin 
00088216030,Arava
00258363801,Theophylline SR
50962025160,Flonase
63824000840,guaife
00364049590,hydroxyzine
00005230933,Pneumococcal 7-Valent
00074318201,Lidocaine 2%/Epinephrine
00087667317,Didanosine EC
00182181144,bis
59762501901,Quinapril
00078036815,Famciclovir
00078036864,Aptivus
00597000302,Aptivus
61314065625,Cipro HC
00004038039,Fuzeon
00781345196,CefazoLIN Desensitization
49502050001,Epinephri
49502068524,Vaseline Lip Therapy
00074233411,HYDROmorphone PCA
00904571135,oxymetazoline
52959045230,Loratadine
61748004416,Aminocaproic 
61748004416,Aminocaproic Acid 25% Oral Rinse
61748004416,Aminocaproic Acid
55390000501,Bleomycin
61748004416,Aminocaproic
51079090620,Aspirin EC
51079000522,aspir
00074779362,*NF* VYTONE CREAM
00182125989,*NF* VYTONE CREAM
00085045804,CLARITIN
50962080060,Peridex
00003045051,Aranesp
00006057143,Indinavir Sulfate
00074663722,sodium bicarb
00597004724,Nevirapine
51079058820,Thiothixene
00045044804,Vancomycin HCl
00045044804,Iso-Osmotic Dextrose
00641037625,Iso-Osmotic Dextrose
00641037625,Vancomycin HCl
51079033530,Iso-Osmotic Sodium Chloride
51079033530,Famotidine
00039001910,*NF* Cefotaxime
00074395646,Lopinavir-Ritonavir
00409116202,Bupivacaine
00258361301,Isosorbide Dinitrate
00641049125,Junel FE 1/20 (28)
00409433201,Clarinex
00574704512,Belladonna & Opium
00039010411,Ramipril
00409427902,Lidocaine 1%
00641040025,Avodart
00074660902,Sodium Bicarbonate
51079028120,Alavert
00026884148,nifedipine
00258362501,Theophylline SR
00054848204,Kaolin/Pectin
00121067304,Perphenazine
52152002002,Salsalate
00054368663,Oxycodone-Acetaminophen Elixir
00074621511,Divalproex (DELayed Release)
49502069724,Albuterol Sulfate
10019016312,Acetaminophen
00641040025,PreserVision
00641032025,Nitroglycerin
00641032025,Famotidine
00713016550,D5W
00713016550,Iso-Osmotic Sodium Chloride
11098003002,DopAmine
11098003002,D5W
11098003002,SW
00074148402,Pantoprazole Sodium
00074148402,NS
00065041435,Iso-Osmotic Dextrose
00065041435,Cefazolin
00002897101,Forteo
00597001314,Xopenex
00186107509,RHINOCORT NASAL INHALER
00300334601,Leuprolide Acetate (3 Month)
00078035084,Zoledronic Acid
00074567102,Hydrocortisone
58160087546,Dutasteride
00054872625,Heparin Sodium
00054872625,D5W
00054872625,Methylprednisolone Na Succ.
00023866505,Heparin Sodium
00023866505,D5W
17714001110,Heparin Sodium
17714001110,Methylprednisolone Na Succ.
00517037510,Indigotindisulfonate Sodium
00045152510,Heparin Sodium
51079000522,D5W
00074379501,Vancomycin HCl
00074379501,Iso-Osmotic Dextrose
00054865024,Nitroprusside Sodium
00054865024,SW
00004029809,Basiliximab
00004029809,Hepatitis B Immune Globulin (Nabi-HB)
00049156066,Glipizide
00409176102,Bupivacaine 0.75%
00469511601,Triamcinolone Diacetate
00003029305,Triamcinolone Acetonide
00487950125,METOPROLOL
00527155201,Butalbital-Aspirin-Caffeine
00006473900,Potassium Chloride
51079043520,Megestrol 
00074318813,Clarithromycin
51079076608,Divalproex (EXTended Release)
00071052740,Avodart
00186430100,Vitamin A
00781305714,Teriparatide
00781202701,clo
00781202701,clomi
00074779362,Benicar
00087606005,Byetta
00091334201,PARCOPA
00338268975,Prilosec
59676056001,Darunavir
00074663322,Norvir
00182844789,TMC 125 100mg or Placebo tabs
00182844789,TMC114 300mg tablet
00182844789,Ritonavir 100mg capsule
64253033335,TMC114 600mg po BID
64253033335,Ritonavir study med
61958070101,TMC125 200mg/placebo po BID per Tibotec 
00024134803,Neo-Synephrine
00024135202,Neo-Synephrine
00002411233,Olanzapine (Disintegrating Tablet)
17314960001,Doxil
00085132801,Posaconazole
00074390413,Tiagabine HCl
17236088901,Amoxapine
00056017275,Amoxapine
00223197101,Amoxapine
17236088901,*NF* Amoxapine
00083005232,Carbamazepine Chewable Tabs
00781312595,Nafcillin
00083006132,Tegretol XR
00591571401,Amoxapine
00083006230,Tegretol XR
00115211101,Demeclocycline
59762171002,Eplerenone
00247120004,Norepinephrine
54868459500,*NF* Fenofibrate
00009006412,MedroxyPROGESTERone Acetate
00075245201,Desmopressi
00074177825,Insulin Detemir
00409471332,Insulin Detemir
00409672924,Insulin Detemir
55513026710,NEO*IV*Epoetin Alfa
55513012610,NEO*SC*Epoetin Alfa
63481020516,Amantadine
68180020203,*NF* Cefixime Suspension
59366279103,Clobetasol Propionate 0.05% Gel
00310028339,Quetiapine extended-release
63323054011,Heparin CRRT
00093738001,Venlafaxine
51079013020,Chlorpromazine
58768010002,Diclofenac Sodium
63323022110,Send 500mg Vial
63323022110,NEO*IV*Ampicillin Sodium
00310037720,*NF* Cefotetan
58016032730,maalox
00409610204,Insulin Pump
00002850101,Insulin
00002850101,Humulin-R Insulin (U-500)
61570031311,Hydrocortisone
00054881611,Lactaid
51079012520,Procainamide HCl
00469281030,Fluphenazine
00003056902,Fluphenazine
00781143713,Fluphenazine
00065066505,Lumigan
00054829725,Lumigan
51079081020,Lumigan *NF*
00045050130,NS
51079004120,Dextrose 50%
51079004120,Magnesium Sulfate
00173038879,Beclomethasone 
00029152722,Mupirocin
51079012620,Beconase AQ Nasal Spray
00597006111,Syringe (Neonatal)
00597006111,NEO*IV*Caffeine Citrate
00597006111,D10W
00597006111,Potassium Chloride
00597006111,Sodium Chloride
60793011501,Liothyronine Sodium
11509021265,chlorzoxazone
61314064725,Tobramycin-Dexamethasone Ophth Susp
00555095202,Dextroamphetamine
54092038701,Adderall
50383068304,M
00088177749,Diltiazem 
00884044904,urea
00004038039,Enfuvirtide
00884044904,*NF* Urea
57664017508,Paromomycin
00074663734,sodi
00004038039,*NF* Enfuvirtide
66479002182,AMICAR
00884044904,Urea
00006003220,*NF* Ivermectin
66993000860,cilos
00641243645,Heparin Flush
00487950125,D5W
00487950125,Heparin Sodium
00054872625,prednis
00074125901,Heparin Sodium
55499120401,POTASSIUM CHLORIDE
55499120401,LORAZEPAM
51079000220,ACETAMINOPHEN
00409427501,Lidocaine
54569198900,albut
00009075801,Methylprednisolone Sodium Succ
00002831501,insul
00300304613,Heparin
00641245045,Heparin
54092018981,PENTASA
00008103008,Sirolimus
00364074090,Disopyramide Phosphate
61113074228,Prilosec
00089061012,imiquimod
63323038810,Critic-Aid Skin Paste
58177000111,Buprenorphine HCl
51079090520,Buprenorphine HCl
00173004535,Melphalan
49281048901,"Meningococcal Vac A,C,Y,W-135"
49281054505,haemo
00054813916,Chloral Hydrate
00074610204,Heparin
00472097716,Erythromycin
00338004902,Fentanyl Citrate
11980002205,Sulfacetamide-Prednisolone Ophth. Susp.
00085057502,Diprosone
00168000480,Triamcinolone 0.1% Cream
00046086699,Azelastine HCl
51079000522,Diprosone
00062535001,Terconazole 0.4% Vag. Cream
00173093356,*NF* Valacyclovir
63481068706,*NF* Lidocaine Patch 5%
00054839424,sodium citrate-citric acid
00121059530,Bicitra
00074158411,Cytra-2
51079072120,Mycophenolate Mofetil Suspension
00024225304,Stanozolol (Bulk)
00517857510,Ethanol 70% Catheter Lock
00641092825,Ethanol (Ethyl Alcohol)
00007323411,Fondaparinux Sodium
59011045401,HYDROmorphone (Dilaudid)
65483070210,Budesonide
00172443160,Misoprostol
00054812025,calc
00083007932,Lotensin
00781315796,Cefazolin Desensitization
00054850016,Lidocaine 
00456066270,Fleet Glycerin Suppository
00186103301,Bupivacain
50383074120,albuter
00270055615,Sincalide
54569281400,Acetaminophen (Childrens)
00472128416,Sulfameth/Trimethoprim
00085172202,Nifedipine CR
55390046001,AcetaZOLamide
00338355248,Furosemide
00338355248,Norepinephrine
00536126296,Lindane Lotion
00206845216,clobetisol propionate ointment 
54569466100,Aveeno Colloidal
00364049590,clobetisol propionate ointment 
00517155025,sodium bicarb
00409405201,Clindamycin Phosphate
00641040025,Heparin 
51079032220,Darvocet-N 100
51079025520,Darvocet-N 100
51079013020,ChlorproMAZINE
63653117103,Iso-Osmotic Dextrose
00074915801,Piperacillin-Tazobactam Na
00517391025,NS
00052073112,Desmopressin Acetate
00052073112,Potassium Chloride
00052073112,Iso-Osmotic Dextrose
00052073112,Pantoprazole Sodium
00052073112,Lorazepam
00052073112,Levofloxacin
00052073112,Vancomycin HCl
00052073112,Norepinephrine
00052073112,Piperacillin-Tazobactam Na
00052073112,D5W
00052073112,Dextrose 5%
00172531110,Ciprofloxacin
00054372763,NEO*PO*Propranolol
00338004902,Fleet Enema
00006353750,Diovan/Hydrochlorthiazide
00904205159,Dimenhydrinate
11980002515,FENTANYL
00172439018,PHENYLEPHRINE HCL
00172439018,LORAZEPAM
00074781124,PHENYLEPHRINE HCL
00517391025,FENTANYL
00517391025,LORAZEPAM
00517391025,SODIUM BICARBONATE
17270072101,ProAir HFA
59310057920,ProAir HFA
00677059802,Doxycycline Hyclate
00172428000,Verapamil SR
00009311602,Clindamycin Phosphate
00087607311,Glucovance (2.5mg-500mg)
00006095128,Cozaar
63323054031,hepar
00641243645,hepar
64253033335,hepar
00074126102,Soln.
00074126102,NS        (Glass Bottle)
00074126102,Travasol 4.25% W/ Dextrose 5%
00074126102,D5W
00024115510,Fentanyl Citrate
00074771503,Soln.
00074771503,Vancomycin HCl
00074771503,Iso-Osmotic Dextrose
00074729501,Mannitol 20%
00074729501,Soln.
00074729501,D5W
00074729501,Fentanyl Citrate
00074729501,Mannitol
00074771503,Lorazepam
00074771503,Cisatracurium Besylate
00074771503,D5W
00074771503,Fentanyl Citrate
00074771503,Multivitamin 12
00074771503,Phenytoin Sodium
00024115510,Mannitol
00074771503,Pentobarbital Sodium
00074771503,Soln
00074771503,Valproate Sodium
00074126102,Mannitol
54569475100,Sodium Chloride 3% (Hypertonic)
54569475100,D5W
54569475100,NS
54569475100,Soln.
54569475100,Pentobarbital Sodium
00338001702,Soln.
00338001702,NS        (Glass Bottle)
00338001702,NS
00338001702,Nitroprusside Sodium
54569475100,Mannitol
54569475100,Nitroprusside Sodium
00074180001,Mannitol 20%
00074180001,Phenytoin Sodium
00074180001,Mannitol
00074180001,D5W
00074177825,Humulin-R Insulin
00074177825,Vancomycin HCl
00074177825,Iso-Osmotic Dextrose
00009017103,Fluticasone-Salmeterol
00074115112,Heparin Flush (1000 units/ml)
00074509216,CeftAZIDime
00781202701,ClomiPRAMINE
00703430102,Thiotepa
00026851348,Ciprofloxacin Hcl
62584078201,Methotrexate Sodium
51079012220,MetronidAZOLE Oral Suspension
00024123305,Mebaral
00173044602,Ondansetron HCl
00034700480,UNIP
53746014101,Midrin
00074180001,PHENYLEPHRINE HCL
00074206605,LIDOCAINE 1% (W/Presv.)
00045025501,HALOPERIDOL
00074176201,MORPHINE SULFATE
00517090125,HydrALAZINE
00045050130,ACETAMINOPHEN
00093078405,Tamoxifen Citrate
62584073301,HydrALAzine
64253033335,NEO*IV*Fat Emulsion
00517209625,NEO*IV*Caffeine Citrate
00517209625,Syringe (Neonatal)
64253033335,Sodium Chloride
64253033335,Potassium Chloride
54569523500,Peridex
51079048120,Amantadine
00904027760,Vitamin E
00406055262,Oxycodone Liquid
65473098004,Sanctura
25010021027,Ethacrynate Sodium
50383068304,MultiVitamin
00409662502,sodiu
54868479700,Zymar
63629377401,Oxycodone SR (OxyconTIN)
00677084601,Theophylline (Slo-bid) Capsule
63323039306,Colistin
49884090738,MEGACE
51079025520,*NF* Phenytoin Sodium **Brand Name ONLY**
00338004902,Phenytoin Sodium **Brand Name ONLY**
00071036240,Dilantin
00677178110,Dilantin (phenytoin sodium ER)
58177000111,Darbepoetin alpha (Aranesp)
00338011704,BENICAR HCT
00026851348,Short Chain Fatty Acid Enema
00006004368,Short Chain Fatty Acid Enema
74300000533,Methyl Salicylate-Menthol Ointment
00469061711,Benefiber
00067400101,Terbinafine 1% Spray
64764015104,Pioglitazone
24385013395,Aveeno Colloidal
55390046001,NEO*PO*Acetazolamide (10mg/1ml)
58177000104,K-Dur
00054884504,Theophylline (Oral Solution)
50111048303,Theophylline SR (Theo-Dur)
00703408511,Pamidronate
00173037934,CeftAZIDime
55390060020,Azathioprine Sodium
51079038620,Propofol
51079038620,Phenylephrine
51079038620,Norepinephrine
00409131230,Lidocaine 1%
00409131230,Propofol
00409131230,Potassium Chloride
00074672903,Magnesium Sulfate (OB)
00256015201,ocean
00182070201,Nitroglycerin
59148000935,Aripiprazole
00338069104,Thalidomide
00409610204,Thalidomide
00300304613,LANSOPR
00045050130,Librax
00074307331,Ephedrine Sulfate
65597010330,BENICAR HCT
00008084199,Lansoprazole Oral Suspension
00182844789,Revatio
00781305714,Revatio
24208039407,Revatio
24208039407,Revatio (sildenafil)
63323031110,Tracleer
00591319301,Revatio (sildenafil citrate)
58468008001,Revatio (sildenafil citrate)
00024230110,Betaxolol
00048105013,CVVH CITRATED
00173044602,Ondansetron
00071036240,estrogen/medroxyprogestrone
00173044202,rabeprazole
00173044202,estrogen/medroxyprogestrone
00074115170,hep
00186024044,Lidocaine 2%
51079058920,Thiothixene
00182441801,Niacin
54868459500,Fenofibrate Micronized
00168008130,Nystatin-Triamcinolone Cream
59011010525,Oxycodone
00054354563,Nitroprusside Sodium
00054354563,Nitroglycerin
00054354563,NS
00054354563,D5W
51079000522,Cefazolin
51079000522,Potassium Chloride
51079000522,SW
00173034447,NS
00173034447,D5W (EXCEL BAG)
00074177825,Hespan
00517571025,Amiodarone HCl
00008081401,NS
00008081401,Humulin-R Insulin
00032192824,Mesalamine (Rectal)
00023050601,arti
54569407300,PROPOF
00944049101,ALBUMIN
00053767006,Albumin 5% (2.5gm)
00186103301,Bupivacaine 0.1%
00025540134,DHEA
63653117103,DHEA
00591557101,Trimethoprim
00536016097,Ascorbic Acid
00182844789,Propofol
00168000815,Tol
00006007131,Finasteride
63323061603,Concerta 18mg
00083001630,Concerta
00083001630,methylph
00083001630,Concerta 18mg
00083001630,Concerta 
00006096328,CONCERTA
00048108003,Aromasin
00045050130,Aromasin (exemestane)
00008418806,Aromasin (exemestane)
00143988225,Phenytoin Sodium (IV)
00641049325,Phenytoin Sodium (IV)
16837086012,Epoetin Alfa
00008058107,Water
00002831501,Water
00074610204,Water
00574012008,Activated Charcoal-Sorbitol
00091353701,Hyoscy
00517293025,Gentamicin ophth oint 0.3%
00074325503,*NF* Tobramycin Soln
51285075402,AcetaZOLAMIDE
00031670972,Vancomycin HCl
00071015623,Cefazolin
00071015623,Iso-Osmotic Dextrose
17714002001,Nitroglycerin
17714002001,Nitroprusside Sodium
17714002001,Phenylephrine HCl
00054354563,Soln.
00054354563,Propofol (Generic)
00054354563,Potassium Chloride
00054354563,Humulin-R Insulin
00054354563,SW
00074707013,Nitroglycerin
00074707013,D5W
51672126705,Triamcinolone Acetonide
37205036174,Diazepam
37205036174,Haloperidol
00641040025,Midazolam
00766004548,Nicotine Lozenge
00766004548,Nicotine
59148000835,Abilify
51079063420,Clorazepate Dipotassium
00054873525,Quinidine Sulfate
00075006037,Triamcinolone Acetonide(Inhal)
00087607411,Glyburide/Metformin (5mg-500mg)
00074228831,Axert(almotriptan)
00074233411,Axert(almotriptan)
00067094915,micon
00225029515,levsin
00378087299,Clonidine Patch 0.2 mg/24 hr
25010020515,Ethacrynic Acid
00904062960,Niacin
00006353750,Dextran  1 (Promit)
17478006235,Lacri-Lube Oint
45802005435,Triamcinolone Acetonide 0.025% Ointment
00039010411,Altace
50111048303,Theophylline 
00074333330,RiTONAvir
00093022390,SUMAtriptan succinate
00074194063,RiTONAvir
54868479700,gatifloxacin
00065401303,moxifloxacin
10019003867,Phenylephrine
00065401303,amphotericin B (bulk)
00904056060,PrimiDONE
00006074928,Folgard
00409490234,Propofol
58177000111,pota
00456066270,pota
68516320003,Factor IX Complex
11980080103,Betimol
11980077905,*NF* Ofloxacin 0.3% Ophth Soln
00023218105,Betimol
00049490041,*NF* TIMOLOL  HEMIHYDRATE (BETIMOL)
00023218105,*NF* TIMOLOL  HEMIHYDRATE (BETIMOL)
11980077905,Ocuflox
00006336703,timolol
00781100813,triampt
00781100813,Maxide 75/50
00168001131,HCTZ/Triamterene (Maxzide)
00054853516,Loperamide Oral Solution
24208079062,Neomycin-Polymyxin-Gramicidin
64455099394,Acyclovir
00054465025,Aciphex
00186001628,Candesartan Cilexetil
61570003310,Cortisporin
59730560101,Allopurinol Sodium
00007411719,Famvir
54092000401,Zetia
61570011156,Ramipril
50383068304,MULT
00173038879,beconase
00074663722,SODIUM BICARB
87701089415,Ear Wax Drops
49884046565,Questran
49999016850,Amoxicillin
00409131230,Ranolazine
00074241612,Ranolazine
00409176230,Ranolazine
00574705050,Ranolazine
00173044602,ZOFRAN PO
51079025520,Glucosamine Chondroitin SMConc
00002323560,Cymbalta
00071101441,Iso-Osmotic Dextrose
00071101441,Vancomycin HCl
00071101441,Pantoprazole Sodium
00071101441,NS
00395224391,Peppermint Spirit
63323038810,ERYTHROMYCIN 0.5% OPHTH OINT
63323038810,VITAMIN K*NEO
00007401020,Lithium 
00074491023,Heparin
00088177849,*NF* Diltiazem SR
00088177947,*NF* Diltiazem SR
00364202690,Tetracycline HCl
00008072801,Codeine Phosphate
00049002428,Ampicillin Sodium/Sulbactam
00004110116,Xeloda
00074491023,Soln.
00088171249,Nitroglycerin
00088171249,D5W
00054354563,Unasyn
00074177825,D5W
00006046206,Aprepitant
00078024915,letrozole
25021021350,PACLItaxel (TaxOL)
00703424801,CARBOplatin
00006394132,Fosaprepitant
00006046106,Aprepitant
51284062022,Chlorhexidine Gluconate
00121043130,Propofol Diprivan
63323023420,Atropine Sulfate
00472037115,Betamethasone Valerate 0.1% Ointment
00002821501,REVLIMID
00006361932,Miconazole 
00472173803,Miconazole Nitrate (Dual-pak)
53014025001,NEO*PO*Prednisolone Syrup
59439045502,Prednisolone Oral Solution
00258371101,Rimantadine
00904272561,BACTRIM
00338004304,Aranesp
00338004304,aranesp 300 mcg
00091370701,Moexipril
00074568216,Divalproex Sodium ER
58177000111,Novomix 30
00054864816,Novolog
00068021217,Cepacol
58468013001,Dutasteride (Avodart )
00008084199,Avodart
00703450204,dutasteride (Avodart)
67159011203,ranolazine
10019003473,Fentanyl PCA
00069073166,ZYRtec
00409152202,D5W (Glass Bottle)
00049011528,Anidulafungin
00093894093,Acyclovir
00002050101,NEO*IV*Tobramycin Sulfate
00186014001,Lidocaine 
00054350547,Lidocaine 
00008092355,PHENYLEPHRINE HCL
00008092355,LIDOCAINE 1% (W/Presv.)
00008092355,HEPARIN
00008092355,EPINEPHRINE
00008092355,POTASSIUM CHLORIDE
00008092355,MIDAZOLAM
64253033335,LIDOCAINE 1% (W/Presv.)
00641040025,FUROSEMIDE
51079000220,LIDOCAINE 1% (W/Presv.)
51079000220,ACETAMINOPHEN (LIQUID)
00074131701,ACETAMINOPHEN (LIQUID)
00074781124,ACETAMINOPHEN (LIQUID)
00517260225,PHENYLEPHRINE HCL
00517260225,FENTANYL
00517260225,NITROPRUSSIDE
00409606211,Morphine Infusion ? Comfort Care Guidelines
00186107509,Budesonide (Nasal)
00052045016,*NF* Rocuronium
63323002101,Inteferon Beta 1A (Rebif)
00078038566,Mycophenolate 
00007489220,Requip
00713010213,NEO*GENTIAN VIOLET SOL.
00517760425,Acetylcysteine
00904125161,Salsalate
00409205105,Ketamine (For Intubation)
00168000715,Nystatin Cream
00121059530,Sodium Citrate/Citric Acid
50458003605,Fentanyl
00083006332,Benazepril HCl
00173071900,Nasonex
00186021003,Lidocaine 1% 
67467084304,Octagam
00472040115,Clobetasol Propionate
00072254006,Dovonex
00093065701,Calcitri
00409176230,Norepinephrine
00186000431,Candesartan Cilexetil
00172443510,glucoph
00172443510,glucop
21695000230,Aripiprazole
00597004724,Nevirapine Suspension
53014084261,Dextromethorphan Polistirex
00054453825,Methadone
51079003920,Docusate Sodium
38341006545,Orabase-B
00182013801,Cefuroxime
00168000480,Triamcinolone 0.1% Ointment
00172433260,Nefazodone HCl
00172433360,Nefazodone HCl
58468470901,Sevelamer
00003080110,Fluphenazine
00406051201,OxycoDONE-Acetaminophen Elixir
00003056902,Fluphenazine Decanoate
00517090125,Erythromycin Ethylsuccinate
00054009920,Oxcarbazepine
00002821501,Humulin R
54569281400,Acetaminophen
00087015846,Fosinopril Sodium
11980002515,artifi
00186103401,Bupivacaine 0.50%
38779041004,NEO*PO*AcetaZOLAMIDE (20mg/1ml)
00005927029,Demeclocycline HCl
51079055620,Vitamin B-6
00069152068,COLESEVELAM
00008084199,colesevelam
00071015523,*NF* Bimatoprost (Lumigan)
00641254745,Pancuronium Bromide (NICU)
00054829725,Ethezyme
00013010201,SulfaSALAzine EC
00173049900,Flovent
00009026002,Colestid
00009045003,Colestid
